path,line,column,tag,text
"OMEGA_MASTER_DOSSIER_v3.83.0/09_HISTORY/OMEGA_HISTORY.md",216,45,"TODO","| 9 | QUANTUM | Branches alternatives | ⚪ TODO |"
"OMEGA_MASTER_DOSSIER_v3.83.0/09_HISTORY/OMEGA_HISTORY.md",217,44,"TODO","| 10 | UI/UX | Interface utilisateur | ⚪ TODO |"
"OMEGA_MASTER_DOSSIER_v3.83.0/09_HISTORY/OMEGA_VERSION_HISTORY.md",147,64,"TODO","│   │  CREATION   │ ← Artifact Generation (Phase 9 — TODO)                    │"
"OMEGA_MASTER_DOSSIER_v3.83.0/15_SCRIPTS/verify-omega.ps1",14,18,"TODO","- Absence de TODO/FIXME/TBD"
"OMEGA_MASTER_DOSSIER_v3.83.0/15_SCRIPTS/verify-omega.ps1",69,11,"TODO","# 3. Scan TODO/FIXME/TBD"
"OMEGA_MASTER_DOSSIER_v3.83.0/15_SCRIPTS/verify-omega.ps1",71,24,"TODO","Write-Host ""[3/5] Scan TODO/FIXME/TBD..."" -ForegroundColor Yellow"
"OMEGA_MASTER_DOSSIER_v3.83.0/15_SCRIPTS/verify-omega.ps1",77,29,"TODO","if ($content -match '\b(TODO|FIXME|TBD|XXX)\b') {"
"OMEGA_MASTER_DOSSIER_v3.83.0/15_SCRIPTS/verify-omega.sh",65,11,"TODO","# 3. Scan TODO/FIXME/TBD"
"OMEGA_MASTER_DOSSIER_v3.83.0/15_SCRIPTS/verify-omega.sh",67,30,"TODO","echo -e ""${YELLOW}[3/5] Scan TODO/FIXME/TBD...${NC}"""
"OMEGA_MASTER_DOSSIER_v3.83.0/15_SCRIPTS/verify-omega.sh",68,31,"TODO","PLACEHOLDER_COUNT=$(grep -rl ""TODO\|FIXME\|TBD\|XXX"" ""$PATH_TO_CHECK""/*.md ""$PATH_TO_CHECK""/**/*.md 2>/dev/null | wc -l)"
"OMEGA_MASTER_DOSSIER_v3.83.0/15_SCRIPTS/verify-omega.sh",74,15,"TODO","grep -rl ""TODO\|FIXME\|TBD\|XXX"" ""$PATH_TO_CHECK""/*.md ""$PATH_TO_CHECK""/**/*.md 2>/dev/null | while read file; do"
"OMEGA_MASTER_DOSSIER_v3.83.0/15_SCRIPTS/VERIFY.ps1",166,25,"TODO","# 5. SCAN PLACEHOLDERS (TODO/FIXME/TBD)"
"OMEGA_MASTER_DOSSIER_v3.83.0/15_SCRIPTS/VERIFY.ps1",178,29,"TODO","if ($content -match '\b(TODO|FIXME|TBD|XXX)\b') {"
"OMEGA_MASTER_DOSSIER_v3.83.0/CONTEXTE_PHASE_81.md",209,29,"TODO","6. **R13** — Zéro dette: TODO/FIXME/""plus tard"" = INTERDIT"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",894,8,"TODO","## 5.3 TODO/FIXME Analysis"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",898,11,"TODO","| Scope | TODO Count | Description |"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",911,7,"TODO","║   TODO DISCREPANCY EXPLAINED                                                  ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",913,43,"TODO","║   Scan-scope (6 modules TS):      178 TODO                                   ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",914,44,"TODO","║   Full repo (All TS):             1390 TODO                                   ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",915,45,"TODO","║   Écart:                          1212 TODO                                   ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",918,16,"TODO","║   Les 1212 TODO sont dans:                                                    ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",920,31,"TODO","║   - Documentation MD (162 TODO)                                               ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",923,56,"TODO","║   Conclusion: Scan-scope affirme correctement ""178 TODO""                     ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",1291,10,"TODO","║   2. TODO Count (178 en scan-scope)                                           ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",1352,58,"TODO","║   Moyen  │                           ◆ Résorber TODO                          ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",1359,20,"TODO","║   Priorité 2: TODO (Long terme - impact moyen, effort élevé)                 ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",1385,23,"TODO","║   3. Résorber 50 TODO prioritaires                         Effort: L         ║"
"OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md",1462,14,"TODO","| **Trier 50 TODO critiques** | P2 | 2h | Cette semaine |"
"omega_templates/kb_schema.json",432,45,"TODO","""enum"": [""PASS"", ""FAIL"", ""SKIP"", ""TODO""]"
"omega-math-scan.ps1",198,19,"TODO","# PHASE 4 — TODO METRICS"
"omega-math-scan.ps1",201,31,"TODO","Write-Host ""  Phase 4 — TODO Metrics..."""
"omega-math-scan.ps1",207,52,"TODO","Select-String -Path $file.FullName -Pattern ""TODO|FIXME|HACK|XXX"" | ForEach-Object {"
"omega-math-scan.ps1",208,39,"FIXME","$marker = if ($_.Line -match 'FIXME') { 'FIXME' }"
"omega-math-scan.ps1",209,43,"HACK","elseif ($_.Line -match 'HACK') { 'HACK' }"
"omega-math-scan.ps1",210,43,"XXX","elseif ($_.Line -match 'XXX') { 'XXX' }"
"omega-math-scan.ps1",211,27,"TODO","else { 'TODO' }"
"omega-math-scan.ps1",223,60,"TODO","todo_count = ($todos | Where-Object { $_.marker -eq ""TODO"" }).Count"
"omega-math-scan.ps1",224,61,"FIXME","fixme_count = ($todos | Where-Object { $_.marker -eq ""FIXME"" }).Count"
"omega-math-scan.ps1",225,60,"HACK","hack_count = ($todos | Where-Object { $_.marker -eq ""HACK"" }).Count"
"omega-math-scan.ps1",226,59,"XXX","xxx_count = ($todos | Where-Object { $_.marker -eq ""XXX"" }).Count"
"omega-math-scan.ps1",233,21,"UNKNOWN","Write-Host ""    TODO_COUNT: $($todoMetrics.todo_count)"""
"omega-math-scan.ps1",234,21,"UNKNOWN","Write-Host ""    FIXME_COUNT: $($todoMetrics.fixme_count)"""
"omega-math-scan.ps1",337,4,"TODO","## TODO METRICS"
"omega-math-scan.ps1",341,3,"UNKNOWN","| TODO_COUNT | $($todoMetrics.todo_count) |"
"omega-math-scan.ps1",342,3,"UNKNOWN","| FIXME_COUNT | $($todoMetrics.fixme_count) |"
"omega-math-scan.ps1",343,3,"UNKNOWN","| HACK_COUNT | $($todoMetrics.hack_count) |"
"omega-math-scan.ps1",344,3,"UNKNOWN","| XXX_COUNT | $($todoMetrics.xxx_count) |"
"omega-math-scan.ps1",388,38,"UNKNOWN","| Module | Files | Exports | Tests | TODOs | Report |"
"omega-nexus-package/OMEGA_CONCEPTION_PROMPT.md",72,29,"TODO","6. **R13 — Zéro dette**: TODO/FIXME/""plus tard"" = INTERDIT"
"omega-nexus-package/OMEGA_SEAL_PROMPT.md",133,10,"UNKNOWN","""pid"": XXXXX,"
"PROMPT_URANIUM_v1.1_MILITARY.md",233,21,"TODO","- ""Commentaires TODO/FIXME"""
"PROMPT_URANIUM_v1.1_MILITARY.md",243,19,"XXX","WORKFLOW PHASE [XXX] — MILITARY GRADE"
"PROMPT_URANIUM_v1.1_MILITARY.md",265,24,"XXX","│   echo ""  PHASE [XXX]: [NOM]""                                           │"
"PROMPT_URANIUM_v1.1_MILITARY.md",336,35,"XXX","│   git commit -m ""feat(phase[XXX]): [description] [tests: N/M pass]""     │"
"PROMPT_URANIUM_v1.1_MILITARY.md",339,21,"UNKNOWN","│   - feat(phaseXXX): pour nouvelles features                             │"
"PROMPT_URANIUM_v1.1_MILITARY.md",340,20,"UNKNOWN","│   - fix(phaseXXX): pour corrections                                     │"
"PROMPT_URANIUM_v1.1_MILITARY.md",341,21,"UNKNOWN","│   - test(phaseXXX): pour ajout tests                                    │"
"PROMPT_URANIUM_v1.1_MILITARY.md",342,25,"UNKNOWN","│   - refactor(phaseXXX): pour refactoring                                │"
"PROMPT_URANIUM_v1.1_MILITARY.md",351,24,"XXX","│   git tag -a v3.[XXX].0 -m ""Phase [XXX] - [Description]""                │"
"PROMPT_URANIUM_v1.1_MILITARY.md",366,31,"XXX","│   echo ""Phase Number : [XXX]"" > nexus/PHASE_CURRENT.md                  │"
"PROMPT_URANIUM_v1.1_MILITARY.md",371,32,"UNKNOWN","│   # Format: SES-YYYYMMDD-XXXX                                           │"
"PROMPT_URANIUM_v1.1_MILITARY.md",374,33,"UNKNOWN","│   # Format: SEAL-YYYYMMDD-XXXX                                          │"
"PROMPT_URANIUM_v1.1_MILITARY.md",380,35,"XXX","│   git commit -m ""save(phase[XXX]): session + seal""                      │"
"SESSION_SAVE_20260116.md",264,13,"TODO","- [x] Aucun TODO/FIXME"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",483,8,"TODO","### 3. TODO Discrepancy — EXPLIQUÉ"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",493,12,"TODO","- Écart = TODO dans MD (docs historiques) + TS hors scope + JSON"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",495,49,"TODO","**Conclusion:** Le scan affirme correctement ""0 TODO"" pour le scope défini. Les 170 TODO sont hors scan-scope."
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",497,63,"UNKNOWN","**Preuve:** Document `nexus/proof/auto-finish-20260119-032248/TODO_DISCREPANCY_REPORT.md`"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",542,8,"UNKNOWN","### 4. TODO_DISCREPANCY_REPORT.md"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",543,39,"TODO","Explication mathématique de l'écart TODO (84 lignes)"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",615,3,"TODO","- TODO discrepancy analysis"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",734,7,"TODO","- [x] TODO discrepancy expliqué"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",823,7,"TODO","- ✅ TODO discrepancy expliqué mathématiquement"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",839,3,"UNKNOWN","- TODO_DISCREPANCY_REPORT.md"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",878,3,"TODO","- TODO discrepancy prouvé"
"SESSION_SAVE_OMEGA_AUTO_FINISH_v1_1_FINAL.md",960,7,"TODO","║   TODO explain:     PROUVÉ ✅                                                         ║"
"SITUATION_FINALE_RECAP.md",25,44,"TODO","5. **Qualité & Couverture** — Coverage, TODO, tableaux"
"SITUATION_FINALE_RECAP.md",119,4,"TODO","2. TODO — 178 en scan-scope (à résorber)"
"SITUATION_FINALE_RECAP.md",127,21,"TODO","4. ✅ Résorber 50 TODO critiques"
"SITUATION_FINALE_RECAP.md",161,3,"TODO","- TODO/FIXME analysis"
